;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_tokens_fdist;tweet_token_WSW;normalization;text_stemming;tweet_stopwords
2567;2567;Positif;plindungi min maaf mau nannya abis vaksin kok ternyata nomer hp salah dan di aplikasi peduli lindung gak muncul sertifikat vaksin nya bisa kan di benerin;plindungi min maaf mau nannya abis vaksin kok ternyata nomer hp salah dan di aplikasi peduli lindung gak muncul sertifikat vaksin nya bisa kan di benerin;['plindungi', 'min', 'maaf', 'mau', 'nannya', 'abis', 'vaksin', 'kok', 'ternyata', 'nomer', 'hp', 'salah', 'dan', 'di', 'aplikasi', 'peduli', 'lindung', 'gak', 'muncul', 'sertifikat', 'vaksin', 'nya', 'bisa', 'kan', 'di', 'benerin'];<FreqDist with 24 samples and 26 outcomes>;['maaf', 'nannya', 'abis', 'vaksin', 'nomer', 'hp', 'salah', 'aplikasi', 'peduli', 'lindung', 'muncul', 'sertifikat', 'vaksin', 'benerin'];plindungi maaf nannya habis vaksin nomer hp salah aplikasi peduli lindung muncul sertifikat vaksin benerin;maaf nan habis vaksin nomer hp salah aplikasi peduli lindung muncul sertifikat vaksin benerin;['plindungi', 'maaf', 'nannya', 'abis', 'vaksin', 'nomer', 'hp', 'salah', 'aplikasi', 'peduli', 'lindung', 'muncul', 'sertifikat', 'vaksin', 'benerin']
2568;2568;Positif;plindungi min kenapa ya di hape mama saya pas mau login gabisa cuma bisa nyentang kebijakan privasi doang tp ga lgsg ke page selanjutnya itu krna hpnya ya;plindungi min kenapa ya di hape mama saya pas mau login gabisa cuma bisa nyentang kebijakan privasi doang tp ga lgsg ke page selanjutnya itu krna hpnya ya;['plindungi', 'min', 'kenapa', 'ya', 'di', 'hape', 'mama', 'saya', 'pas', 'mau', 'login', 'gabisa', 'cuma', 'bisa', 'nyentang', 'kebijakan', 'privasi', 'doang', 'tp', 'ga', 'lgsg', 'ke', 'page', 'selanjutnya', 'itu', 'krna', 'hpnya', 'ya'];<FreqDist with 27 samples and 28 outcomes>;['hape', 'mama', 'pas', 'login', 'gabisa', 'nyentang', 'kebijakan', 'privasi', 'doang', 'lgsg', 'page', 'krna', 'hpnya'];plindungi hape mama pas login enggak bisa nyentang kebijakan privasi doang langsung page karena hpnya;hape mama pas login enggak bisa nyentang bijak privasi doang langsung page karena hpnya;['plindungi', 'hape', 'mama', 'pas', 'login', 'gabisa', 'nyentang', 'kebijakan', 'privasi', 'doang', 'lgsg', 'page', 'krna', 'hpnya']
2569;2569;Positif;plindungi min adik saya sudah vaksin full dosis  nah dia mau daftar peduli lindungi untuk ambil sertifikat vaksinnya utk persyaratan kerja  problemnya hpnya adik saya habis hilang dan nomor hp nya dia ga ingat bagaimana   apakah bisa pke nama dan;plindungi min adik saya sudah vaksin full dosis nah dia mau daftar peduli lindungi untuk ambil sertifikat vaksinnya utk persyaratan kerja problemnya hpnya adik saya habis hilang dan nomor hp nya dia ga ingat bagaimana apakah bisa pke nama dan;['plindungi', 'min', 'adik', 'saya', 'sudah', 'vaksin', 'full', 'dosis', 'nah', 'dia', 'mau', 'daftar', 'peduli', 'lindungi', 'untuk', 'ambil', 'sertifikat', 'vaksinnya', 'utk', 'persyaratan', 'kerja', 'problemnya', 'hpnya', 'adik', 'saya', 'habis', 'hilang', 'dan', 'nomor', 'hp', 'nya', 'dia', 'ga', 'ingat', 'bagaimana', 'apakah', 'bisa', 'pke', 'nama', 'dan'];<FreqDist with 36 samples and 40 outcomes>;['adik', 'vaksin', 'full', 'dosis', 'daftar', 'peduli', 'lindungi', 'ambil', 'sertifikat', 'vaksinnya', 'persyaratan', 'problemnya', 'hpnya', 'adik', 'habis', 'hilang', 'nomor', 'hp', 'pke', 'nama'];plindungi adik vaksin full dosis daftar peduli lindungi ambil sertifikat vaksinnya persyaratan problemnya hpnya adik habis hilang nomor hp pakai nama;adik vaksin full dosis daftar peduli lindung ambil sertifikat vaksin syarat problem hpnya adik habis hilang nomor hp pakai nama;['plindungi', 'adik', 'vaksin', 'full', 'dosis', 'daftar', 'peduli', 'lindungi', 'ambil', 'sertifikat', 'vaksinnya', 'persyaratan', 'problemnya', 'hpnya', 'adik', 'habis', 'hilang', 'nomor', 'hp', 'pke', 'nama']
2570;2570;Positif;plindungi min;plindungi min;['plindungi', 'min'];<FreqDist with 2 samples and 2 outcomes>;[];plindungi;;['plindungi']
2571;2571;Positif;plindungi mau tanya pengajuan qr code untuk kantor;plindungi mau tanya pengajuan qr code untuk kantor;['plindungi', 'mau', 'tanya', 'pengajuan', 'qr', 'code', 'untuk', 'kantor'];<FreqDist with 8 samples and 8 outcomes>;['pengajuan', 'qr', 'code', 'kantor'];plindungi pengajuan qr code kantor;aju qr code kantor;['plindungi', 'pengajuan', 'qr', 'code', 'kantor']
2572;2572;Positif;plindungi malam admin boleh saya tau cara mendapatkan barcode peduli lindungi untuk perusahaan gedung kah sudah daftar via web namun belum dapat verifikasi terima kasih sebelumnya ðð»;plindungi malam admin boleh saya tau cara mendapatkan barcode peduli lindungi untuk perusahaan gedung kah sudah daftar via web namun belum dapat verifikasi terima kasih sebelumnya;['plindungi', 'malam', 'admin', 'boleh', 'saya', 'tau', 'cara', 'mendapatkan', 'barcode', 'peduli', 'lindungi', 'untuk', 'perusahaan', 'gedung', 'kah', 'sudah', 'daftar', 'via', 'web', 'namun', 'belum', 'dapat', 'verifikasi', 'terima', 'kasih', 'sebelumnya'];<FreqDist with 26 samples and 26 outcomes>;['malam', 'admin', 'barcode', 'peduli', 'lindungi', 'perusahaan', 'gedung', 'daftar', 'via', 'web', 'verifikasi', 'terima', 'kasih'];plindungi malam admin barcode peduli lindungi perusahaan gedung daftar via web verifikasi terima kasih;malam admin barcode peduli lindung usaha gedung daftar via web verifikasi terima kasih;['plindungi', 'malam', 'admin', 'barcode', 'peduli', 'lindungi', 'perusahaan', 'gedung', 'daftar', 'via', 'web', 'verifikasi', 'terima', 'kasih']
2573;2573;Positif;plindungi maaf mohon bantuannya untuk mengubah alamat saya karena tidak sesuai dengan ektp dan domisili saya tinggal sekarang padahal waktu saya informasikan ke petugas vaksinasi saat saya melakukan vaksin dosis  dan  di rsprovinsi manokwari papua b;plindungi maaf mohon bantuannya untuk mengubah alamat saya karena tidak sesuai dengan ektp dan domisili saya tinggal sekarang padahal waktu saya informasikan ke petugas vaksinasi saat saya melakukan vaksin dosis dan di rsprovinsi manokwari papua ;['plindungi', 'maaf', 'mohon', 'bantuannya', 'untuk', 'mengubah', 'alamat', 'saya', 'karena', 'tidak', 'sesuai', 'dengan', 'ektp', 'dan', 'domisili', 'saya', 'tinggal', 'sekarang', 'padahal', 'waktu', 'saya', 'informasikan', 'ke', 'petugas', 'vaksinasi', 'saat', 'saya', 'melakukan', 'vaksin', 'dosis', 'dan', 'di', 'rsprovinsi', 'manokwari', 'papua'];<FreqDist with 31 samples and 35 outcomes>;['maaf', 'bantuannya', 'mengubah', 'alamat', 'sesuai', 'ektp', 'domisili', 'tinggal', 'informasikan', 'petugas', 'vaksinasi', 'vaksin', 'dosis', 'rsprovinsi', 'manokwari', 'papua'];plindungi maaf bantuannya mengubah alamat sesuai ektp domisili tinggal informasikan petugas vaksinasi vaksin dosis rsprovinsi manokwari papua;maaf bantu ubah alamat sesuai ektp domisili tinggal informasi tugas vaksinasi vaksin dosis rsprovinsi manokwari papua;['plindungi', 'maaf', 'bantuannya', 'mengubah', 'alamat', 'sesuai', 'ektp', 'domisili', 'tinggal', 'informasikan', 'petugas', 'vaksinasi', 'vaksin', 'dosis', 'rsprovinsi', 'manokwari', 'papua']
2574;2574;Positif;plindungi kak mau revisi nik dan nama sertifikat vaksin bagaimana ;plindungi kak mau revisi nik dan nama sertifikat vaksin bagaimana;['plindungi', 'kak', 'mau', 'revisi', 'nik', 'dan', 'nama', 'sertifikat', 'vaksin', 'bagaimana'];<FreqDist with 10 samples and 10 outcomes>;['revisi', 'nik', 'nama', 'sertifikat', 'vaksin'];plindungi revisi nik nama sertifikat vaksin;revisi nik nama sertifikat vaksin;['plindungi', 'revisi', 'nik', 'nama', 'sertifikat', 'vaksin']
2575;2575;Positif;plindungi kak mau nanya dong obat buat efek samping vaksin jhonson apa ya after vaksin aku langsung demam nyeri sendi dan pusing banget;plindungi kak mau nanya dong obat buat efek samping vaksin jhonson apa ya after vaksin aku langsung demam nyeri sendi dan pusing banget;['plindungi', 'kak', 'mau', 'nanya', 'dong', 'obat', 'buat', 'efek', 'samping', 'vaksin', 'jhonson', 'apa', 'ya', 'after', 'vaksin', 'aku', 'langsung', 'demam', 'nyeri', 'sendi', 'dan', 'pusing', 'banget'];<FreqDist with 22 samples and 23 outcomes>;['nanya', 'obat', 'efek', 'samping', 'vaksin', 'jhonson', 'after', 'vaksin', 'demam', 'nyeri', 'sendi', 'pusing', 'banget'];plindungi tanya obat efek samping vaksin jhonson after vaksin demam nyeri sendi pusing banget;tanya obat efek samping vaksin jhonson after vaksin demam nyeri sendi pusing banget;['plindungi', 'nanya', 'obat', 'efek', 'samping', 'vaksin', 'jhonson', 'after', 'vaksin', 'demam', 'nyeri', 'sendi', 'pusing', 'banget']
2576;2576;Positif;plindungi kak bisa enggak yaa  nomor untuk  orang yaa di aplikasi peduli lindungi;plindungi kak bisa enggak yaa nomor untuk orang yaa di aplikasi peduli lindungi;['plindungi', 'kak', 'bisa', 'enggak', 'yaa', 'nomor', 'untuk', 'orang', 'yaa', 'di', 'aplikasi', 'peduli', 'lindungi'];<FreqDist with 12 samples and 13 outcomes>;['nomor', 'aplikasi', 'peduli', 'lindungi'];plindungi nomor aplikasi peduli lindungi;nomor aplikasi peduli lindung;['plindungi', 'nomor', 'aplikasi', 'peduli', 'lindungi']
2577;2577;Positif;plindungi it works makasih min;plindungi it works makasih min;['plindungi', 'it', 'works', 'makasih', 'min'];<FreqDist with 5 samples and 5 outcomes>;['works', 'makasih'];plindungi works terima kasih;works terima kasih;['plindungi', 'works', 'makasih']
2578;2578;Positif;plindungi ini masih aktif ngga kalo masih cek dm dong minnn thankyouuuu;plindungi ini masih aktif ngga kalo masih cek dm dong minnn thankyouuuu;['plindungi', 'ini', 'masih', 'aktif', 'ngga', 'kalo', 'masih', 'cek', 'dm', 'dong', 'minnn', 'thankyouuuu'];<FreqDist with 11 samples and 12 outcomes>;['aktif', 'ngga', 'cek', 'dm', 'minnn', 'thankyouuuu'];plindungi aktif enggak cek dm minnn thankyouuuu;aktif enggak cek dm minnn thankyouuuu;['plindungi', 'aktif', 'ngga', 'cek', 'dm', 'minnn', 'thankyouuuu']
2579;2579;Positif;plindungi halo selamat siang kak teman sy ada bermasalah dgn aplikasi peduli lindungi knapa setiap dia check in warnanya kuning ya pdhal biasanya warna hijau tp sudah seminggu ini warnanya kuning padahal tmn sy udh x vaksin dan sertifikatnya ada d ap;plindungi halo selamat siang kak teman sy ada bermasalah dgn aplikasi peduli lindungi knapa setiap dia check in warnanya kuning ya pdhal biasanya warna hijau tp sudah seminggu ini warnanya kuning padahal tmn sy udh  vaksin dan sertifikatnya ada  ap;['plindungi', 'halo', 'selamat', 'siang', 'kak', 'teman', 'sy', 'ada', 'bermasalah', 'dgn', 'aplikasi', 'peduli', 'lindungi', 'knapa', 'setiap', 'dia', 'check', 'in', 'warnanya', 'kuning', 'ya', 'pdhal', 'biasanya', 'warna', 'hijau', 'tp', 'sudah', 'seminggu', 'ini', 'warnanya', 'kuning', 'padahal', 'tmn', 'sy', 'udh', 'vaksin', 'dan', 'sertifikatnya', 'ada', 'ap'];<FreqDist with 36 samples and 40 outcomes>;['selamat', 'siang', 'teman', 'bermasalah', 'aplikasi', 'peduli', 'lindungi', 'knapa', 'check', 'warnanya', 'kuning', 'pdhal', 'warna', 'hijau', 'seminggu', 'warnanya', 'kuning', 'tmn', 'udh', 'vaksin', 'sertifikatnya', 'ap'];plindungi selamat siang teman bermasalah aplikasi peduli lindungi knapa check warnanya kuning padahal warna hijau seminggu warnanya kuning teman sudah vaksin sertifikatnya apa;selamat siang teman masalah aplikasi peduli lindung knapa check warna kuning padahal warna hijau minggu warna kuning teman sudah vaksin sertifikat apa;['plindungi', 'selamat', 'siang', 'teman', 'bermasalah', 'aplikasi', 'peduli', 'lindungi', 'knapa', 'check', 'warnanya', 'kuning', 'pdhal', 'warna', 'hijau', 'seminggu', 'warnanya', 'kuning', 'tmn', 'udh', 'vaksin', 'sertifikatnya', 'ap']
2580;2580;Positif;plindungi halo pagi min mau tanya aplikasi peduli lindungi ga bisa di akses dengan hp dengan android nougat ya standard nya harus pake android apa ya;plindungi halo pagi min mau tanya aplikasi peduli lindungi ga bisa di akses dengan hp dengan android nougat ya standard nya harus pake android apa ya;['plindungi', 'halo', 'pagi', 'min', 'mau', 'tanya', 'aplikasi', 'peduli', 'lindungi', 'ga', 'bisa', 'di', 'akses', 'dengan', 'hp', 'dengan', 'android', 'nougat', 'ya', 'standard', 'nya', 'harus', 'pake', 'android', 'apa', 'ya'];<FreqDist with 23 samples and 26 outcomes>;['pagi', 'aplikasi', 'peduli', 'lindungi', 'akses', 'hp', 'android', 'nougat', 'standard', 'pake', 'android'];plindungi pagi aplikasi peduli lindungi akses hp android nougat standard pakai android;pagi aplikasi peduli lindung akses hp android nougat standard pakai android;['plindungi', 'pagi', 'aplikasi', 'peduli', 'lindungi', 'akses', 'hp', 'android', 'nougat', 'standard', 'pake', 'android']
2581;2581;Positif;plindungi halo min saudara saya udah vaksin dosis  amp;plindungi halo min saudara saya udah vaksin dosis amp;['plindungi', 'halo', 'min', 'saudara', 'saya', 'udah', 'vaksin', 'dosis', 'amp'];<FreqDist with 9 samples and 9 outcomes>;['saudara', 'vaksin', 'dosis'];plindungi saudara vaksin dosis;saudara vaksin dosis;['plindungi', 'saudara', 'vaksin', 'dosis']
2582;2582;Positif;plindungi halo min mau tanya saya sekeluarga udh vaksin kedua  nov kemarin sertifnya udh keluar tp statusnya masih kuning gimana ya mohon solusi thanks;plindungi halo min mau tanya saya sekeluarga udh vaksin kedua nov kemarin sertifnya udh keluar tp statusnya masih kuning gimana ya mohon solusi thanks;['plindungi', 'halo', 'min', 'mau', 'tanya', 'saya', 'sekeluarga', 'udh', 'vaksin', 'kedua', 'nov', 'kemarin', 'sertifnya', 'udh', 'keluar', 'tp', 'statusnya', 'masih', 'kuning', 'gimana', 'ya', 'mohon', 'solusi', 'thanks'];<FreqDist with 23 samples and 24 outcomes>;['sekeluarga', 'udh', 'vaksin', 'nov', 'kemarin', 'sertifnya', 'udh', 'statusnya', 'kuning', 'solusi', 'thanks'];plindungi sekeluarga sudah vaksin nov kemarin sertifnya sudah statusnya kuning solusi thanks;keluarga sudah vaksin nov kemarin sertifnya sudah status kuning solusi thanks;['plindungi', 'sekeluarga', 'udh', 'vaksin', 'nov', 'kemarin', 'sertifnya', 'udh', 'statusnya', 'kuning', 'solusi', 'thanks']
2583;2583;Positif;plindungi halo min mm au tanya selain faskes bisakah dinas kesehatan kabupaten menginput ulang data vaksinasi ;plindungi halo min mm au tanya selain faskes bisakah dinas kesehatan kabupaten menginput ulang data vaksinasi;['plindungi', 'halo', 'min', 'mm', 'au', 'tanya', 'selain', 'faskes', 'bisakah', 'dinas', 'kesehatan', 'kabupaten', 'menginput', 'ulang', 'data', 'vaksinasi'];<FreqDist with 16 samples and 16 outcomes>;['au', 'faskes', 'dinas', 'kesehatan', 'kabupaten', 'menginput', 'ulang', 'data', 'vaksinasi'];plindungi au faskes dinas kesehatan kabupaten menginput ulang data vaksinasi;au faskes dinas sehat kabupaten menginput ulang data vaksinasi;['plindungi', 'au', 'faskes', 'dinas', 'kesehatan', 'kabupaten', 'menginput', 'ulang', 'data', 'vaksinasi']
2584;2584;Positif;plindungi halo admin mohon cek dm ya terimakasih;plindungi halo admin mohon cek dm ya terimakasih;['plindungi', 'halo', 'admin', 'mohon', 'cek', 'dm', 'ya', 'terimakasih'];<FreqDist with 8 samples and 8 outcomes>;['admin', 'cek', 'dm', 'terimakasih'];plindungi admin cek dm terimakasih;admin cek dm terimakasih;['plindungi', 'admin', 'cek', 'dm', 'terimakasih']
2585;2585;Positif;plindungi hallo hanya sekedar info kl kita ganti no hp sertifikat vaccine ga bisa terlihat dan nik hrs diisi lagi saat mau cek sertifikat smg bs dirubah;plindungi hallo hanya sekedar info kl kita ganti no hp sertifikat vaccine ga bisa terlihat dan nik hrs diisi lagi saat mau cek sertifikat smg bs dirubah;['plindungi', 'hallo', 'hanya', 'sekedar', 'info', 'kl', 'kita', 'ganti', 'no', 'hp', 'sertifikat', 'vaccine', 'ga', 'bisa', 'terlihat', 'dan', 'nik', 'hrs', 'diisi', 'lagi', 'saat', 'mau', 'cek', 'sertifikat', 'smg', 'bs', 'dirubah'];<FreqDist with 26 samples and 27 outcomes>;['sekedar', 'info', 'ganti', 'hp', 'sertifikat', 'vaccine', 'nik', 'hrs', 'diisi', 'cek', 'sertifikat', 'smg', 'dirubah'];plindungi sekedar info ganti hp sertifikat vaccine nik harus diisi cek sertifikat semoga dirubah;dar info ganti hp sertifikat vaccine nik harus isi cek sertifikat moga rubah;['plindungi', 'sekedar', 'info', 'ganti', 'hp', 'sertifikat', 'vaccine', 'nik', 'hrs', 'diisi', 'cek', 'sertifikat', 'smg', 'dirubah']
2586;2586;Positif;plindungi hallo min tolong cek dm ya;plindungi hallo min tolong cek dm ya;['plindungi', 'hallo', 'min', 'tolong', 'cek', 'dm', 'ya'];<FreqDist with 7 samples and 7 outcomes>;['tolong', 'cek', 'dm'];plindungi tolong cek dm;tolong cek dm;['plindungi', 'tolong', 'cek', 'dm']
2587;2587;Positif;plindungi hallo admin mau tanya kalau di satu akun ada  sertifikat yang berbeda cara menghapus sertifikat yang pertama gimana ya;plindungi hallo admin mau tanya kalau di satu akun ada sertifikat yang berbeda cara menghapus sertifikat yang pertama gimana ya;['plindungi', 'hallo', 'admin', 'mau', 'tanya', 'kalau', 'di', 'satu', 'akun', 'ada', 'sertifikat', 'yang', 'berbeda', 'cara', 'menghapus', 'sertifikat', 'yang', 'pertama', 'gimana', 'ya'];<FreqDist with 18 samples and 20 outcomes>;['admin', 'akun', 'sertifikat', 'berbeda', 'menghapus', 'sertifikat'];plindungi admin akun sertifikat berbeda menghapus sertifikat;admin akun sertifikat beda hapus sertifikat;['plindungi', 'admin', 'akun', 'sertifikat', 'berbeda', 'menghapus', 'sertifikat']
2588;2588;Positif;plindungi hai kak boleh check dm saya terimakasih ª;plindungi hai kak boleh check dm saya terimakasih;['plindungi', 'hai', 'kak', 'boleh', 'check', 'dm', 'saya', 'terimakasih'];<FreqDist with 8 samples and 8 outcomes>;['check', 'dm', 'terimakasih'];plindungi check dm terimakasih;check dm terimakasih;['plindungi', 'check', 'dm', 'terimakasih']
2589;2589;Positif;plindungi hai admin please cek dm ya thanks ðð¼;plindungi hai admin please cek dm ya thanks;['plindungi', 'hai', 'admin', 'please', 'cek', 'dm', 'ya', 'thanks'];<FreqDist with 8 samples and 8 outcomes>;['admin', 'cek', 'dm', 'thanks'];plindungi admin cek dm thanks;admin cek dm thanks;['plindungi', 'admin', 'cek', 'dm', 'thanks']
2590;2590;Positif;plindungi gmna cara melihat sertifikat vaksin bagi peserta vaksin yg salah terinput no hp nya;plindungi gmna cara melihat sertifikat vaksin bagi peserta vaksin yg salah terinput no hp nya;['plindungi', 'gmna', 'cara', 'melihat', 'sertifikat', 'vaksin', 'bagi', 'peserta', 'vaksin', 'yg', 'salah', 'terinput', 'no', 'hp', 'nya'];<FreqDist with 14 samples and 15 outcomes>;['gmna', 'sertifikat', 'vaksin', 'peserta', 'vaksin', 'salah', 'terinput', 'hp'];plindungi bagaimana sertifikat vaksin peserta vaksin salah terinput hp;bagaimana sertifikat vaksin serta vaksin salah terinput hp;['plindungi', 'gmna', 'sertifikat', 'vaksin', 'peserta', 'vaksin', 'salah', 'terinput', 'hp']
2591;2591;Positif;plindungi dear admin saya mau tau jadwal vaksin kedua saya di aplikasi tidak tertera mohon informasinya saya sampai saat jg belum menerima sms atau wa untuk jadwal vaksin kedua  httpstcolnehhlft;plindungi dear admin saya mau tau jadwal vaksin kedua saya di aplikasi tidak tertera mohon informasinya saya sampai saat jg belum menerima sms atau wa untuk jadwal vaksin kedua httpstcolnehhlft;['plindungi', 'dear', 'admin', 'saya', 'mau', 'tau', 'jadwal', 'vaksin', 'kedua', 'saya', 'di', 'aplikasi', 'tidak', 'tertera', 'mohon', 'informasinya', 'saya', 'sampai', 'saat', 'jg', 'belum', 'menerima', 'sms', 'atau', 'wa', 'untuk', 'jadwal', 'vaksin', 'kedua', 'httpstcolnehhlft'];<FreqDist with 25 samples and 30 outcomes>;['dear', 'admin', 'jadwal', 'vaksin', 'aplikasi', 'tertera', 'informasinya', 'menerima', 'sms', 'jadwal', 'vaksin'];plindungi dear admin jadwal vaksin aplikasi tertera informasinya menerima sms jadwal vaksin httpstcolnehhlft;dear admin jadwal vaksin aplikasi tera informasi terima sms jadwal vaksin;['plindungi', 'dear', 'admin', 'jadwal', 'vaksin', 'aplikasi', 'tertera', 'informasinya', 'menerima', 'sms', 'jadwal', 'vaksin', 'httpstcolnehhlft']
